Data;Hora ;TEMPERATURA 
12/01/2024;22:00;21,6
12/01/2024;23:00;21,5
13/01/2024;00:00;21,2
13/01/2024;01:00;21,4
13/01/2024;02:00;21,2
13/01/2024;03:00;21
13/01/2024;04:00;20,7
13/01/2024;05:00;20,6
13/01/2024;06:00;20,7
13/01/2024;07:00;20,4
13/01/2024;08:00;20,1
13/01/2024;09:00;20
13/01/2024;10:00;20
13/01/2024;11:00;20,3
13/01/2024;12:00;20,8
13/01/2024;13:00;21,4
13/01/2024;14:00;21,3
13/01/2024;15:00;21,5
13/01/2024;16:00;21,4
13/01/2024;17:00;21,2
13/01/2024;18:00;19,8
13/01/2024;19:00;19,8
13/01/2024;20:00;19,6
13/01/2024;21:00;18,9
13/01/2024;22:00;18,8
13/01/2024;23:00;18,4
14/01/2024;00:00;18,3
14/01/2024;01:00;18,3
14/01/2024;02:00;18,3
14/01/2024;03:00;18,3
14/01/2024;04:00;18,4
14/01/2024;05:00;18,3
14/01/2024;06:00;17,9
14/01/2024;07:00;17,6
14/01/2024;08:00;17,3
14/01/2024;09:00;17,4
14/01/2024;10:00;19,7
14/01/2024;11:00;21,6
14/01/2024;12:00;22,9
14/01/2024;13:00;25,3
14/01/2024;14:00;27,1
14/01/2024;15:00;28,8
14/01/2024;16:00;30,2
14/01/2024;17:00;31,9
14/01/2024;18:00;32
14/01/2024;19:00;25,7
14/01/2024;20:00;25
14/01/2024;21:00;22,2
14/01/2024;22:00;21,3
14/01/2024;23:00;20,8
15/01/2024;00:00;20,7
15/01/2024;01:00;21
15/01/2024;02:00;20,7
15/01/2024;03:00;20,8
15/01/2024;04:00;20,9
15/01/2024;05:00;21,2
15/01/2024;06:00;20,9
15/01/2024;07:00;21
15/01/2024;08:00;21
15/01/2024;09:00;20,9
15/01/2024;10:00;23,1
15/01/2024;11:00;25,7
15/01/2024;12:00;26,7
15/01/2024;13:00;28,1
15/01/2024;14:00;29,9
15/01/2024;15:00;30,8
15/01/2024;16:00;31,8
15/01/2024;17:00;32
15/01/2024;18:00;32,5
15/01/2024;19:00;33,2
15/01/2024;20:00;33,1
15/01/2024;21:00;31
15/01/2024;22:00;29,6
15/01/2024;23:00;28,7
16/01/2024;00:00;27,9
16/01/2024;01:00;26,6
16/01/2024;02:00;25,3
16/01/2024;03:00;24,9
16/01/2024;04:00;24,3
16/01/2024;05:00;24,1
16/01/2024;06:00;24
16/01/2024;07:00;23,7
16/01/2024;08:00;22,9
16/01/2024;09:00;22,7
16/01/2024;10:00;25,6
16/01/2024;11:00;26,8
16/01/2024;12:00;28,5
16/01/2024;13:00;29,8
16/01/2024;14:00;30,7
16/01/2024;15:00;31,7
16/01/2024;16:00;32,5
16/01/2024;17:00;33,7
16/01/2024;18:00;33,9
16/01/2024;19:00;33,8
16/01/2024;20:00;33,8
16/01/2024;21:00;33
16/01/2024;22:00;31,8
16/01/2024;23:00;29,6
17/01/2024;00:00;26,3
17/01/2024;01:00;25,5
17/01/2024;02:00;25,6
17/01/2024;03:00;25,5
17/01/2024;04:00;25,6
17/01/2024;05:00;25,6
17/01/2024;06:00;25,1
17/01/2024;07:00;24,6
17/01/2024;08:00;24,1
17/01/2024;09:00;24,1
17/01/2024;10:00;26,2
17/01/2024;11:00;28,2
17/01/2024;12:00;29,8
17/01/2024;13:00;31,2
17/01/2024;14:00;32,6
17/01/2024;15:00;32,8
17/01/2024;16:00;33,7
17/01/2024;17:00;34
17/01/2024;18:00;33,4
17/01/2024;19:00;25,3
17/01/2024;20:00;24,8
17/01/2024;21:00;23,5
17/01/2024;22:00;23,1
17/01/2024;23:00;22,9
18/01/2024;00:00;22,5
18/01/2024;01:00;22,3
18/01/2024;02:00;22,4
18/01/2024;03:00;22,7
18/01/2024;04:00;22,6
18/01/2024;05:00;22,4
18/01/2024;06:00;22,2
18/01/2024;07:00;22,1
18/01/2024;08:00;22,1
18/01/2024;09:00;22,1
18/01/2024;10:00;23,5
18/01/2024;11:00;25,5
18/01/2024;12:00;27
18/01/2024;13:00;29,7
18/01/2024;14:00;30,9
18/01/2024;15:00;33,5
18/01/2024;16:00;33,6
18/01/2024;17:00;33,4
18/01/2024;18:00;30,4
18/01/2024;19:00;27
18/01/2024;20:00;24
18/01/2024;21:00;23,3
18/01/2024;22:00;23,3
18/01/2024;23:00;23
19/01/2024;00:00;23,2
19/01/2024;01:00;23,9
19/01/2024;02:00;24
19/01/2024;03:00;22,1
19/01/2024;04:00;22,1
19/01/2024;05:00;21,5
19/01/2024;06:00;21
19/01/2024;07:00;21,4
19/01/2024;08:00;21
19/01/2024;09:00;20,4
19/01/2024;10:00;21,8
19/01/2024;11:00;23
19/01/2024;12:00;25,6
19/01/2024;13:00;26,3
19/01/2024;14:00;27,1
19/01/2024;15:00;28,6
19/01/2024;16:00;29,6
19/01/2024;17:00;30,6
19/01/2024;18:00;32,2
19/01/2024;19:00;32
19/01/2024;20:00;32,5
19/01/2024;21:00;31,1
19/01/2024;22:00;24
19/01/2024;23:00;23,3
20/01/2024;00:00;22,8
20/01/2024;01:00;22,7
20/01/2024;02:00;22,8
20/01/2024;03:00;23,3
20/01/2024;04:00;23,2
20/01/2024;05:00;22,9
20/01/2024;06:00;22,9
20/01/2024;07:00;22,2
20/01/2024;08:00;22
20/01/2024;09:00;21,3
20/01/2024;10:00;21,7
20/01/2024;11:00;22,9
20/01/2024;12:00;24,1
20/01/2024;13:00;26,2
20/01/2024;14:00;27,7
20/01/2024;15:00;29,1
20/01/2024;16:00;29,3
20/01/2024;17:00;28,6
20/01/2024;18:00;29,8
20/01/2024;19:00;27,3
20/01/2024;20:00;26,5
20/01/2024;21:00;26,1
20/01/2024;22:00;22,3
20/01/2024;23:00;20,6
21/01/2024;00:00;20,8
21/01/2024;01:00;20,8
21/01/2024;02:00;20,8
21/01/2024;03:00;21,1
21/01/2024;04:00;21,3
21/01/2024;05:00;21,4
21/01/2024;06:00;20,9
21/01/2024;07:00;20,8
21/01/2024;08:00;20,7
21/01/2024;09:00;20,6
21/01/2024;10:00;20,9
21/01/2024;11:00;22,5
21/01/2024;12:00;23,7
21/01/2024;13:00;24,2
21/01/2024;14:00;24,3
21/01/2024;15:00;26,1
21/01/2024;16:00;25,1
21/01/2024;17:00;24,3
21/01/2024;18:00;23,8
21/01/2024;19:00;22,3
21/01/2024;20:00;21,3
21/01/2024;21:00;21,2
21/01/2024;22:00;20,9
21/01/2024;23:00;20,3
22/01/2024;00:00;20,2
22/01/2024;01:00;20
22/01/2024;02:00;19,9
22/01/2024;03:00;19,6
22/01/2024;04:00;19,4
22/01/2024;05:00;19,1
22/01/2024;06:00;18,9
22/01/2024;07:00;19
22/01/2024;08:00;19,1
22/01/2024;09:00;19
22/01/2024;10:00;19,3
22/01/2024;11:00;19,9
22/01/2024;12:00;20,1
22/01/2024;13:00;20,5
22/01/2024;14:00;22
22/01/2024;15:00;23
22/01/2024;16:00;23,3
22/01/2024;17:00;23,8
22/01/2024;18:00;23,1
22/01/2024;19:00;22,8
22/01/2024;20:00;21,6
22/01/2024;21:00;20,7
22/01/2024;22:00;20
22/01/2024;23:00;19,1
23/01/2024;00:00;19
23/01/2024;01:00;18,9
23/01/2024;02:00;18,8
23/01/2024;03:00;19
23/01/2024;04:00;18,4
23/01/2024;05:00;18,5
23/01/2024;06:00;18,7
23/01/2024;07:00;18,8
23/01/2024;08:00;18,8
23/01/2024;09:00;18,6
23/01/2024;10:00;18,7
23/01/2024;11:00;18,6
23/01/2024;12:00;18,8
23/01/2024;13:00;18,8
23/01/2024;14:00;18,5
23/01/2024;15:00;18,3
23/01/2024;16:00;19,2
23/01/2024;17:00;18,6
23/01/2024;18:00;18,2
23/01/2024;19:00;17,5
23/01/2024;20:00;17,4
23/01/2024;21:00;17,2
23/01/2024;22:00;17
23/01/2024;23:00;17,1
24/01/2024;00:00;17
24/01/2024;01:00;17
24/01/2024;02:00;17
24/01/2024;03:00;16,8
24/01/2024;04:00;16,8
24/01/2024;05:00;16,8
24/01/2024;06:00;16,7
24/01/2024;07:00;16,7
24/01/2024;08:00;16,7
24/01/2024;09:00;16,9
24/01/2024;10:00;18
24/01/2024;11:00;18,8
24/01/2024;12:00;19,5
24/01/2024;13:00;20,6
24/01/2024;14:00;20,7
24/01/2024;15:00;21,2
24/01/2024;16:00;22,1
24/01/2024;17:00;21,7
24/01/2024;18:00;22
24/01/2024;19:00;21
24/01/2024;20:00;21,2
24/01/2024;21:00;19,1
24/01/2024;22:00;17,2
24/01/2024;23:00;16,6
25/01/2024;00:00;16,6
25/01/2024;01:00;16,7
25/01/2024;02:00;16,9
25/01/2024;03:00;17,4
25/01/2024;04:00;17,5
25/01/2024;05:00;17,4
25/01/2024;06:00;17,3
25/01/2024;07:00;17,2
25/01/2024;08:00;17,1
25/01/2024;09:00;17,1
25/01/2024;10:00;17,4
25/01/2024;11:00;17,8
25/01/2024;12:00;18,7
25/01/2024;13:00;19,3
25/01/2024;14:00;19,5
25/01/2024;15:00;19,9
25/01/2024;16:00;20,4
25/01/2024;17:00;20,2
25/01/2024;18:00;19
25/01/2024;19:00;19,5
25/01/2024;20:00;18,2
25/01/2024;21:00;17,1
25/01/2024;22:00;16,6
25/01/2024;23:00;16,1
26/01/2024;00:00;16
26/01/2024;01:00;16,3
26/01/2024;02:00;16,5
26/01/2024;03:00;16,6
26/01/2024;04:00;16,7
26/01/2024;05:00;16,6
26/01/2024;06:00;16,4
26/01/2024;07:00;15,7
26/01/2024;08:00;15,9
26/01/2024;09:00;16,1
26/01/2024;10:00;16,8
26/01/2024;11:00;17,6
26/01/2024;12:00;17,8
26/01/2024;13:00;18,3
26/01/2024;14:00;19,7
26/01/2024;15:00;21
26/01/2024;16:00;20,3
26/01/2024;17:00;21,7
26/01/2024;18:00;21,3
26/01/2024;19:00;20
26/01/2024;20:00;20,6
26/01/2024;21:00;19,3
26/01/2024;22:00;18,1
26/01/2024;23:00;17,9
27/01/2024;00:00;17,5
27/01/2024;01:00;17,4
27/01/2024;02:00;17,4
27/01/2024;03:00;17,5
27/01/2024;04:00;17,5
27/01/2024;05:00;17,5
27/01/2024;06:00;17,4
27/01/2024;07:00;17,4
27/01/2024;08:00;17,4
27/01/2024;09:00;17,4
27/01/2024;10:00;18,1
27/01/2024;11:00;19,5
27/01/2024;12:00;20,2
27/01/2024;13:00;20,8
27/01/2024;14:00;21,4
27/01/2024;15:00;23
27/01/2024;16:00;24
27/01/2024;17:00;24,9
27/01/2024;18:00;24,7
27/01/2024;19:00;24,1
27/01/2024;20:00;22,7
27/01/2024;21:00;20,2
27/01/2024;22:00;20
27/01/2024;23:00;19,6
28/01/2024;00:00;19,6
28/01/2024;01:00;19,2
28/01/2024;02:00;18,9
28/01/2024;03:00;18,6
28/01/2024;04:00;18,4
28/01/2024;05:00;18,5
28/01/2024;06:00;18,3
28/01/2024;07:00;18,1
28/01/2024;08:00;17,8
28/01/2024;09:00;18,3
28/01/2024;10:00;19,1
28/01/2024;11:00;19,6
28/01/2024;12:00;20,6
28/01/2024;13:00;22,2
28/01/2024;14:00;21,7
28/01/2024;15:00;18,5
28/01/2024;16:00;20,4
28/01/2024;17:00;22,7
28/01/2024;18:00;23,8
28/01/2024;19:00;24,8
28/01/2024;20:00;24,6
28/01/2024;21:00;24,1
28/01/2024;22:00;22,9
28/01/2024;23:00;20,6
29/01/2024;00:00;20,2
29/01/2024;01:00;19,5
29/01/2024;02:00;19,5
29/01/2024;03:00;19,2
29/01/2024;04:00;18,8
29/01/2024;05:00;18,6
29/01/2024;06:00;18,5
29/01/2024;07:00;18
29/01/2024;08:00;17,8
29/01/2024;09:00;17,6
29/01/2024;10:00;19,8
29/01/2024;11:00;21,1
29/01/2024;12:00;24,2
29/01/2024;13:00;26,9
29/01/2024;14:00;29
29/01/2024;15:00;30,1
29/01/2024;16:00;30,3
29/01/2024;17:00;27,7
29/01/2024;18:00;28,3
29/01/2024;19:00;29,8
29/01/2024;20:00;30
29/01/2024;21:00;28,9
29/01/2024;22:00;27,3
29/01/2024;23:00;25,2
30/01/2024;00:00;22,3
30/01/2024;01:00;21,1
30/01/2024;02:00;20,6
30/01/2024;03:00;20,3
30/01/2024;04:00;19,9
30/01/2024;05:00;19,6
30/01/2024;06:00;19,8
30/01/2024;07:00;19,5
30/01/2024;08:00;19,6
30/01/2024;09:00;19,3
30/01/2024;10:00;20,6
30/01/2024;11:00;23,4
30/01/2024;12:00;26,1
30/01/2024;13:00;28,6
30/01/2024;14:00;29,5
30/01/2024;15:00;31
30/01/2024;16:00;31,7
30/01/2024;17:00;32,2
30/01/2024;18:00;33,2
30/01/2024;19:00;28,3
30/01/2024;20:00;26,8
30/01/2024;21:00;26,8
30/01/2024;22:00;25,3
30/01/2024;23:00;24,3
31/01/2024;00:00;22,9
31/01/2024;01:00;22,1
31/01/2024;02:00;22,2
31/01/2024;03:00;22
31/01/2024;04:00;22,8
31/01/2024;05:00;22,9
31/01/2024;06:00;22,9
31/01/2024;07:00;22,3
31/01/2024;08:00;20,9
31/01/2024;09:00;20,6
31/01/2024;10:00;21,3
31/01/2024;11:00;23,5
31/01/2024;12:00;24,7
31/01/2024;13:00;24,9
31/01/2024;14:00;25,5
31/01/2024;15:00;26,1
31/01/2024;16:00;27,1
31/01/2024;17:00;27,5
31/01/2024;18:00;27,8
31/01/2024;19:00;20,8
31/01/2024;20:00;19,5
31/01/2024;21:00;20
31/01/2024;22:00;19,3
31/01/2024;23:00;19
01/02/2024;00:00;19
01/02/2024;01:00;19,6
01/02/2024;02:00;19,4
01/02/2024;03:00;19
01/02/2024;04:00;19,1
01/02/2024;05:00;18,7
01/02/2024;06:00;18,8
01/02/2024;07:00;18,9
01/02/2024;08:00;18,7
01/02/2024;09:00;17,5
01/02/2024;10:00;19,8
01/02/2024;11:00;23
01/02/2024;12:00;23,2
01/02/2024;13:00;24,1
01/02/2024;14:00;24,1
01/02/2024;15:00;24,9
01/02/2024;16:00;25,9
01/02/2024;17:00;26,8
01/02/2024;18:00;26,9
01/02/2024;19:00;24,2
01/02/2024;20:00;24
01/02/2024;21:00;21,9
01/02/2024;22:00;22
01/02/2024;23:00;21,3
02/02/2024;00:00;20,8
02/02/2024;01:00;20,4
02/02/2024;02:00;20,3
02/02/2024;03:00;20,1
02/02/2024;04:00;20,2
02/02/2024;05:00;19,9
02/02/2024;06:00;19,4
02/02/2024;07:00;19,6
02/02/2024;08:00;19,5
02/02/2024;09:00;19,5
02/02/2024;10:00;20,4
02/02/2024;11:00;21,7
02/02/2024;12:00;22,3
02/02/2024;13:00;24
02/02/2024;14:00;22,3
02/02/2024;15:00;21,2
02/02/2024;16:00;22,2
02/02/2024;17:00;22,6
02/02/2024;18:00;20,3
02/02/2024;19:00;19,1
02/02/2024;20:00;19,3
02/02/2024;21:00;19,5
02/02/2024;22:00;19,2
02/02/2024;23:00;19,2
03/02/2024;00:00;19,5
03/02/2024;01:00;19,4
03/02/2024;02:00;19,6
03/02/2024;03:00;19,2
03/02/2024;04:00;19,2
03/02/2024;05:00;19
03/02/2024;06:00;18,8
03/02/2024;07:00;18,9
03/02/2024;08:00;19,3
03/02/2024;09:00;19,6
03/02/2024;10:00;20,4
03/02/2024;11:00;21,9
03/02/2024;12:00;22,8
03/02/2024;13:00;24,8
03/02/2024;14:00;26,2
03/02/2024;15:00;25,5
03/02/2024;16:00;27,4
03/02/2024;17:00;27,7
03/02/2024;18:00;26,9
03/02/2024;19:00;26
03/02/2024;20:00;23,3
03/02/2024;21:00;22,7
03/02/2024;22:00;22,1
03/02/2024;23:00;21,3
04/02/2024;00:00;21,3
04/02/2024;01:00;21,3
04/02/2024;02:00;21,3
04/02/2024;03:00;21,2
04/02/2024;04:00;21,4
04/02/2024;05:00;21,3
04/02/2024;06:00;20,7
04/02/2024;07:00;20,6
04/02/2024;08:00;20,6
04/02/2024;09:00;20,6
04/02/2024;10:00;20,6
04/02/2024;11:00;22
04/02/2024;12:00;24,9
04/02/2024;13:00;27,3
04/02/2024;14:00;28,9
04/02/2024;15:00;29,7
04/02/2024;16:00;29,5
04/02/2024;17:00;29,5
04/02/2024;18:00;29,4
04/02/2024;19:00;19
04/02/2024;20:00;19,8
04/02/2024;21:00;20,6
04/02/2024;22:00;20,4
04/02/2024;23:00;19,4
05/02/2024;00:00;19,1
05/02/2024;01:00;19,4
05/02/2024;02:00;19,2
05/02/2024;03:00;18,7
05/02/2024;04:00;18,6
05/02/2024;05:00;18,6
05/02/2024;06:00;18,3
05/02/2024;07:00;17,8
05/02/2024;08:00;17,6
05/02/2024;09:00;17,6
05/02/2024;10:00;19,4
05/02/2024;11:00;22,5
05/02/2024;12:00;24,8
05/02/2024;13:00;25,8
05/02/2024;14:00;26,7
05/02/2024;15:00;27,7
05/02/2024;16:00;28,4
05/02/2024;17:00;28,8
05/02/2024;18:00;29
05/02/2024;19:00;28,7
05/02/2024;20:00;28
05/02/2024;21:00;27,1
05/02/2024;22:00;24,8
05/02/2024;23:00;23,2
06/02/2024;00:00;22
06/02/2024;01:00;21
06/02/2024;02:00;21,3
06/02/2024;03:00;21
06/02/2024;04:00;20,6
06/02/2024;05:00;19,8
06/02/2024;06:00;19,3
06/02/2024;07:00;19,1
06/02/2024;08:00;19,1
06/02/2024;09:00;18,3
06/02/2024;10:00;21,6
06/02/2024;11:00;23,1
06/02/2024;12:00;25
06/02/2024;13:00;26,4
06/02/2024;14:00;27,3
06/02/2024;15:00;27,4
06/02/2024;16:00;27,5
06/02/2024;17:00;27,7
06/02/2024;18:00;27,6
06/02/2024;19:00;26,8
06/02/2024;20:00;25,4
06/02/2024;21:00;24,2
06/02/2024;22:00;23,2
06/02/2024;23:00;22,5
07/02/2024;00:00;21,8
07/02/2024;01:00;21,5
07/02/2024;02:00;21,1
07/02/2024;03:00;20,5
07/02/2024;04:00;20,3
07/02/2024;05:00;20
07/02/2024;06:00;19,8
07/02/2024;07:00;19,7
07/02/2024;08:00;19,5
07/02/2024;09:00;19,6
07/02/2024;10:00;20,4
07/02/2024;11:00;23,4
07/02/2024;12:00;25,2
07/02/2024;13:00;27,3
07/02/2024;14:00;29,1
07/02/2024;15:00;29,6
07/02/2024;16:00;30
07/02/2024;17:00;29,6
07/02/2024;18:00;27,4
07/02/2024;19:00;25,6
07/02/2024;20:00;23,1
07/02/2024;21:00;22,9
07/02/2024;22:00;22,8
07/02/2024;23:00;22,5
08/02/2024;00:00;21,7
08/02/2024;01:00;20,9
08/02/2024;02:00;20,6
08/02/2024;03:00;20,4
08/02/2024;04:00;20,3
08/02/2024;05:00;20,1
08/02/2024;06:00;20,3
08/02/2024;07:00;20
08/02/2024;08:00;19,7
08/02/2024;09:00;19,7
08/02/2024;10:00;21,1
08/02/2024;11:00;23,7
08/02/2024;12:00;25,9
08/02/2024;13:00;28,1
08/02/2024;14:00;29
08/02/2024;15:00;29,5
08/02/2024;16:00;30,1
08/02/2024;17:00;28,9
08/02/2024;18:00;27,9
08/02/2024;19:00;27
08/02/2024;20:00;25,8
08/02/2024;21:00;25
08/02/2024;22:00;24
08/02/2024;23:00;23,3
09/02/2024;00:00;22,8
09/02/2024;01:00;22,6
09/02/2024;02:00;22,3
09/02/2024;03:00;21,4
09/02/2024;04:00;20,9
09/02/2024;05:00;20,9
09/02/2024;06:00;20,4
09/02/2024;07:00;19,8
